INSERT INTO fa22_sg_order_product (quantity, actual_price, product_id, order_id) VALUES 
('2', '54.35', 'OFF-ST-6058', 'ID-2015-KB16405102-42339'), 
('3', '15.84', 'OFF-LA-3312', 'ES-2015-KA1652545-42353'), 
('1', '31.88', 'OFF-EN-4441', 'MX-2015-KC1667518-42070'), 
('7', '46.83', 'OFF-BI-6381', 'IT-2013-MV1748591-41436'), 
('6', '86.76', 'OFF-SU-4120', 'IT-2013-MG1789091-41510'), 
('3', '21.29', 'OFF-BI-3723', 'ES-2015-MM1792045-42199'), 
('2', '32.04', 'OFF-FA-3060', 'ES-2012-ML1826548-41136'), 
('2', '9.18', 'OFF-SU-2976', 'US-2012-MS17770140-41139'), 
('5', '15.6', 'OFF-BI-6634', 'CA-2012-MS17770140-41093'), 
('2', '11.13', 'OFF-LA-6050', 'ID-2013-PG18820130-41395'), 
('4', '18.66', 'OFF-ST-4031', 'IT-2012-PB1910591-41039'), 
('3', '87.84', 'OFF-AR-3461', 'ES-2014-RH1949545-41944'), 
('2', '6.1', 'OFF-BI-2926', 'CA-2013-MS17770140-41422'), 
('2', '11.92', 'OFF-BI-2918', 'MX-2014-SC2044082-41809'), 
('4', '15.88', 'OFF-SU-2983', 'CA-2014-MS17770140-41875'), 
('3', '120.0', 'OFF-AP-3569', 'MX-2013-NK1849018-41415'), 
('3', '31.68', 'OFF-BI-4814', 'MX-2015-DG1330093-42319'), 
('3', '37.32', 'OFF-FA-6184', 'MX-2014-HR1483018-41978'), 
('6', '69.84', 'OFF-ST-4061', 'MX-2014-AH1058518-41971'), 
('2', '14.48', 'OFF-LA-5387', 'MX-2013-JK1562528-41600'), 
('2', '9.32', 'OFF-BI-4825', 'MX-2014-AF1087026-41920'), 
('2', '20.23', 'OFF-EN-5037', 'MX-2014-JE1547554-41940'), 
('3', '98.22', 'OFF-PA-6600', 'MX-2014-AT1043582-41842'), 
('5', '16.32', 'OFF-BI-2912', 'MX-2013-CC1222036-41565'), 
('2', '31.92', 'OFF-AR-6112', 'ES-2015-AB1010545-42143'), 
('1', '48.37', 'FUR-CH-4702', 'NI-2012-BM114095-41061'), 
('4', '27.16', 'OFF-LA-4640', 'ID-2015-BP1118559-42333'), 
('2', '31.07', 'OFF-AR-3555', 'ZA-2014-BF1215147-41742'), 
('1', '79.37', 'OFF-ST-6046', 'TU-2014-CS1950134-41870'), 
('2', '32.72', 'OFF-ST-4252', 'ID-2014-CS1225059-41944'), 
('1', '81.69', 'TEC-AC-3385', 'MO-2012-Co264086-41053'), 
('2', '33.91', 'FUR-FU-5731', 'ES-2015-DB1321048-42362'), 
('3', '30.96', 'OFF-AR-6122', 'ES-2012-DJ1342048-41032'), 
('1', '54.21', 'OFF-ST-6281', 'IR-2015-FC433560-42180'), 
('3', '83.97', 'OFF-BI-6371', 'ES-2013-JO15145139-41614'), 
('2', '3.76', 'OFF-FA-6129', 'CA-2012-MS17770140-41239'), 
('2', '10.29', 'OFF-ST-4030', 'ID-2012-KC1625597-41241'), 
('2', '46.5', 'OFF-ST-6251', 'AG-2013-KF62853-41594'), 
('4', '359.32', 'OFF-ST-4273', 'CA-2012-MH17785140-41055'), 
('2', '28.08', 'OFF-PA-4002', 'ID-2013-LH1715559-41417'), 
('3', '20.52', 'OFF-BI-3734', 'IN-2015-LS1723078-42251'), 
('5', '20.93', 'OFF-LA-4549', 'IN-2013-LS172457-41500'), 
('1', '73.2', 'TEC-PH-5827', 'IN-2014-MK1790527-41675'), 
('2', '13.56', 'OFF-LA-6035', 'ES-2014-NM1852064-41863'), 
('10', '567.12', 'FUR-TA-4944', 'CA-2012-MH17785140-41055'), 
('4', '730.2', 'FUR-TA-5061', 'CA-2012-MH17785140-41230'), 
('2', '18.93', 'OFF-AR-3451', 'IT-2012-RS19765124-41262'), 
('6', '119.04', 'OFF-AR-5296', 'CA-2013-MH17785140-41593'), 
('3', '70.95', 'OFF-ST-4082', 'CA-2013-MH17785140-41593'), 
('3', '42.57', 'OFF-FA-5487', 'IN-2013-TT2107027-41416'), 
('1', '29.91', 'OFF-BI-4803', 'ES-2014-TA2138544-41683'), 
('3', '56.64', 'TEC-AC-5100', 'MX-2012-CM1219031-41257'), 
('2', '8.18', 'OFF-FA-6201', 'US-2015-MW182205-42095'), 
('5', '39.0', 'OFF-FA-2943', 'MX-2015-GM1450098-42025'), 
('2', '29.81', 'TEC-MA-6146', 'MX-2015-PO1885036-42119'), 
('3', '227.82', 'TEC-AC-5874', 'MX-2015-RF1984082-42259'), 
('2', '14.8', 'OFF-PA-6606', 'US-2013-ST2053018-41581'), 
('3', '28.19', 'OFF-EN-3104', 'US-2015-AM10360101-42077'), 
('3', '46.08', 'OFF-ST-5689', 'MX-2015-CV1229551-42318'), 
('3', '58.21', 'OFF-ST-6067', 'US-2013-CS11845101-41607'), 
('6', '30.38', 'FUR-FU-3946', 'US-2014-BM1114018-41843'), 
('6', '54.72', 'OFF-LA-3260', 'MX-2012-BP1123051-41264'), 
('2', '36.1', 'OFF-EN-3098', 'US-2015-IG1508555-42245'), 
('2', '35.18', 'OFF-SU-3004', 'US-2013-TT21265143-41636'), 
('8', '27.36', 'OFF-BI-3736', 'ID-2014-AM1070592-41927'), 
('2', '48.9', 'OFF-ST-5687', 'IN-2014-BW1120058-41802'), 
('2', '137.54', 'FUR-FU-4760', 'CA-2012-MH17785140-41230'), 
('2', '33.12', 'OFF-ST-6041', 'BO-2013-BT130513-41305'), 
('6', '34.94', 'OFF-BI-3731', 'CA-2013-MH17785140-41593'), 
('1', '32.13', 'OFF-AR-3545', 'EZ-2015-CH207032-42063'), 
('1', '104.7', 'OFF-ST-5239', 'CA-2014-MH17785140-41709'), 
('2', '42.71', 'TEC-AC-4171', 'IN-2012-Dl13600130-41159'), 
('2', '20.57', 'OFF-BI-3249', 'IN-2014-EM139607-41895'), 
('3', '31.59', 'OFF-FA-6204', 'IN-2012-GH1442558-41059'), 
('2', '23.1', 'OFF-BI-6377', 'IN-2012-GW1460558-41081'), 
('1', '55.48', 'OFF-PA-4009', 'CA-2013-MH17785140-41628'), 
('1', '41.73', 'TEC-AC-4154', 'RO-2015-JE5475107-42342'), 
('2', '9.25', 'OFF-PA-6449', 'CA-2015-MH17785140-42271'), 
('2', '45.84', 'OFF-SU-4136', 'ID-2015-KB16405102-42339'), 
('3', '15.24', 'FUR-FU-5171', 'CA-2012-MH17785140-41181'), 
('1', '13.16', 'FUR-FU-5724', 'YM-2015-MC7845145-42335'), 
('5', '44.6', 'OFF-PA-4008', 'MX-2013-ML1826518-41394'), 
('4', '723.92', 'FUR-CH-4407', 'CA-2015-MO17800140-42265'), 
('5', '76.2', 'OFF-EN-5022', 'ES-2013-RD1948045-41551'), 
('3', '38.02', 'OFF-SU-4980', 'MX-2015-SM2000536-42130'), 
('2', '23.82', 'OFF-EN-3658', 'ES-2013-SW20245139-41459'), 
('2', '26.29', 'OFF-BI-4814', 'IN-2015-SM20905130-42332'), 
('3', '75.87', 'OFF-EN-5037', 'IN-2015-TM2101066-42230'), 
('2', '14.47', 'OFF-EN-4909', 'ID-2013-TS215057-41599'), 
('1', '13.45', 'OFF-BI-4811', 'IN-2013-TB216257-41633'), 
('1', '64.11', 'FUR-CH-4518', 'IN-2013-TB2162558-41601'), 
('1', '11.69', 'OFF-AR-3545', 'US-2013-AF1087055-41556'), 
('2', '9.76', 'OFF-EN-4906', 'MX-2014-MS1798082-41777'), 
('3', '37.86', 'OFF-AR-5913', 'MX-2013-SW2075537-41635'), 
('1', '16.72', 'OFF-SU-4975', 'MX-2013-EB1397536-41522'), 
('3', '19.2', 'OFF-EN-3092', 'MX-2014-EH1400518-41984'), 
('2', '21.58', 'OFF-EN-4914', 'NI-2013-AH19595-41318'), 
('3', '29.25', 'OFF-FA-2943', 'ES-2015-AR10345139-42178'), 
('1', '20.49', 'OFF-EN-5043', 'IZ-2013-AF87061-41503'), 
('2', '29.27', 'OFF-FA-6200', 'IN-2013-AG109007-41401'), 
('3', '23.17', 'OFF-BI-2917', 'IN-2014-BF112157-41866'), 
('3', '254.35', 'FUR-FU-6225', 'CA-2015-MO17800140-42117'), 
('2', '206.96', 'FUR-TA-4615', 'CA-2013-MO17800140-41600'), 
('3', '49.77', 'OFF-AR-3481', 'ES-2015-CJ1201064-42323'), 
('3', '13.23', 'OFF-BI-3291', 'IN-2015-CS1246011-42074'), 
('1', '108.93', 'FUR-TA-3754', 'US-2015-MO17800140-42165'), 
('1', '53.16', 'TEC-AC-5889', 'GH-2013-Dl360049-41562'), 
('2', '33.6', 'OFF-FA-2954', 'EG-2015-DN369038-42311'), 
('2', '21.6', 'OFF-FA-6203', 'IR-2015-EL373560-42168'), 
('2', '29.88', 'OFF-BI-4811', 'ES-2015-EM13960139-42196'), 
('2', '33.0', 'OFF-FA-5475', 'PL-2015-EH4005103-42173'), 
('2', '27.27', 'OFF-AR-3491', 'IT-2013-FA1423091-41340'), 
('3', '34.29', 'OFF-BI-3249', 'ES-2014-FH14350139-41777'), 
('5', '38.88', 'OFF-LA-5382', 'ID-2015-GH144107-42308'), 
('9', '136.26', 'OFF-ST-4068', 'CA-2015-MO17800140-42159'), 
('1', '47.58', 'OFF-AR-3501', 'IN-2015-GH1466527-42302'), 
('3', '106.32', 'OFF-FA-6129', 'CA-2015-MO17800140-42265'), 
('5', '32.4', 'OFF-PA-6579', 'CA-2013-MO17800140-41534'), 
('1', '17.49', 'OFF-EN-3108', 'UP-2015-JW5220137-42269'), 
('3', '23.98', 'FUR-FU-2858', 'US-2015-MO17800140-42165'), 
('5', '36.75', 'OFF-BI-4826', 'ES-2014-JJ15760139-41668'), 
('8', '36.35', 'OFF-PA-3010', 'US-2015-MO17800140-42165'), 
('3', '59.58', 'OFF-PA-5853', 'MX-2015-JD1615082-42056'), 
('7', '35.56', 'FUR-FU-5171', 'CA-2015-MO17800140-42263'), 
('1', '28.97', 'OFF-AR-3463', 'IN-2013-KN163907-41611'), 
('2', '16.8', 'OFF-FA-2956', 'SF-2012-KH6690117-41140'), 
('2', '30.06', 'OFF-FA-5474', 'ES-2014-LE16810120-41719'), 
('4', '22.0', 'TEC-PH-5833', 'CA-2014-MO17800140-41881'), 
('2', '59.22', 'OFF-AR-3459', 'ES-2015-MS1798045-42154'), 
('4', '53.52', 'OFF-PA-4008', 'IN-2014-MS1798058-41801'), 
('3', '20.16', 'OFF-BI-3737', 'IN-2013-ML1804078-41434'), 
('8', '2430.08', 'FUR-TA-5421', 'CA-2014-MT17815140-41846'), 
('2', '299.9', 'TEC-PH-5559', 'US-2015-MT17815140-42077'), 
('3', '73.26', 'OFF-BI-3257', 'ID-2015-NM1852097-42263'), 
('5', '386.64', 'OFF-ST-6033', 'IT-2015-NZ1856564-42260'), 
('1', '17.01', 'OFF-ST-4062', 'MO-2014-NS864086-41897'), 
('1', '23.44', 'OFF-AR-6118', 'IN-2013-PM189407-41635'), 
('2', '38.66', 'OFF-PA-5850', 'TU-2013-PW9030134-41448'), 
('5', '65.5', 'OFF-PA-3041', 'CA-2014-MT17815140-41846'), 
('1', '35.48', 'OFF-ST-3399', 'CA-2015-MT17815140-42320'), 
('3', '38.77', 'OFF-PA-4162', 'ID-2012-RD19660144-40914'), 
('1', '40.48', 'TEC-AC-5122', 'TU-2013-RW9690134-41282'), 
('3', '17.64', 'OFF-LA-4693', 'ID-2015-SR20425118-42235'), 
('3', '19.98', 'OFF-BI-2893', 'IT-2014-SD2048562-41733'), 
('1', '58.17', 'FUR-FU-4084', 'IN-2015-SS2059090-42277'), 
('1', '18.9', 'OFF-EN-3675', 'IN-2013-TS212057-41465'), 
('2', '10.37', 'OFF-PA-6577', 'CA-2014-MT17815140-42001'), 
('2', '28.98', 'OFF-BI-3255', 'TX-2013-TM11490135-41593'), 
('3', '4.4', 'OFF-BI-6332', 'CA-2013-MT17815140-41584'), 
('2', '32.48', 'OFF-AR-3489', 'MX-2013-DP1300039-41382'), 
('2', '17.2', 'OFF-LA-4529', 'MX-2015-ML1741031-42320'), 
('3', '26.52', 'OFF-PA-6623', 'MX-2015-MH1802582-42283'), 
('2', '9.04', 'OFF-LA-6035', 'MX-2015-CB1202531-42360'), 
('5', '56.0', 'OFF-PA-4182', 'MX-2014-RA1988551-41795'), 
('4', '27.78', 'OFF-FA-3072', 'MX-2014-AG1076536-41768'), 
('6', '26.4', 'OFF-FA-5475', 'US-2013-SC2068018-41499'), 
('3', '45.85', 'OFF-ST-6229', 'ES-2014-AB1025545-41853'), 
('5', '26.82', 'OFF-BI-2918', 'ID-2015-AO108107-42143'), 
('4', '32.76', 'OFF-PA-3997', 'IN-2013-AP1091592-41398'), 
('3', '56.25', 'OFF-ST-4253', 'ES-2014-AW10930139-41654'), 
('1', '27.78', 'OFF-PA-6618', 'IR-2015-BW111060-42112'), 
('3', '29.7', 'OFF-EN-4437', 'ES-2014-BM1114045-41709'), 
('2', '40.26', 'OFF-AR-3533', 'IN-2014-BS1159027-41924'), 
('2', '43.92', 'OFF-AR-3527', 'TU-2013-BD1770134-41450'), 
('3', '29.08', 'OFF-LA-4539', 'IN-2012-CS118457-40990'), 
('4', '23.68', 'OFF-PA-4892', 'CA-2014-MT17815140-42001'), 
('1', '38.53', 'OFF-ST-6033', 'YM-2012-CC2370145-41178'), 
('3', '26.1', 'OFF-EN-4435', 'IN-2012-CM1244521-41271'), 
('1', '44.45', 'FUR-BO-5972', 'NI-2013-DB361595-41373'), 
('2', '5.76', 'OFF-LA-3270', 'CA-2013-MT17815140-41618'), 
('1', '7.89', 'OFF-ST-3078', 'CA-2014-MT17815140-41846'), 
('2', '65.48', 'OFF-PA-6600', 'MX-2012-FA1423018-41199'), 
('1', '16.11', 'OFF-FA-2951', 'UP-2015-JL5235137-42081'), 
('3', '77.44', 'OFF-SU-4978', 'ID-2014-JE157157-41944'), 
('3', '7.08', 'OFF-EN-5678', 'CA-2013-MT17815140-41584'), 
('2', '239.37', 'FUR-TA-3622', 'CA-2014-MS17830140-41917'), 
('4', '79.92', 'FUR-FU-2858', 'CA-2013-MS17830140-41615'), 
('3', '10.51', 'OFF-BI-2880', 'CA-2013-MS17830140-41478'), 
('2', '9.34', 'OFF-AR-5289', 'CA-2012-MS17830140-40918'), 
('1', '21.86', 'OFF-ST-6272', 'TU-2014-MG7680134-41906'), 
('1', '17.88', 'OFF-AR-6113', 'BO-2015-MS798013-42091'), 
('2', '46.41', 'TEC-MA-4192', 'IT-2015-NP1832591-42122'), 
('2', '16.98', 'OFF-BI-4824', 'CG-2014-NC834033-41895'), 
('3', '30.87', 'OFF-LA-5389', 'ES-2012-PO1885045-41025'), 
('2', '27.3', 'OFF-BI-4809', 'GG-2014-RD966047-41995'), 
('3', '31.2', 'TEC-AC-5210', 'CA-2012-MS17830140-40918'), 
('2', '36.0', 'OFF-SU-6165', 'ID-2015-SW202757-42216'), 
('4', '1669.6', 'FUR-TA-3559', 'CA-2015-MC17845140-42349'), 
('4', '47.64', 'OFF-EN-3658', 'IN-2012-SN2056027-41143'), 
('8', '52.32', 'OFF-LA-4658', 'IN-2013-TS2150558-41500'), 
('2', '29.7', 'OFF-FA-5475', 'ID-2015-VG217907-42102'), 
('3', '29.07', 'OFF-LA-5393', 'IT-2013-YS2188048-41607'), 
('5', '36.4', 'OFF-BI-4809', 'MX-2013-CK1232536-41628'), 
('3', '82.86', 'OFF-SU-4994', 'MX-2015-LB1679539-42252'), 
('3', '21.84', 'OFF-FA-6204', 'MX-2015-RH1949539-42161'), 
('4', '28.08', 'OFF-FA-6204', 'MX-2015-MY1829531-42066'), 
('4', '32.96', 'OFF-BI-3719', 'MX-2015-LD1700582-42320'), 
('6', '28.44', 'OFF-LA-3323', 'US-2013-PA190605-41536'), 
('1', '20.28', 'OFF-PA-6616', 'ES-2015-AS1022545-42357'), 
('3', '479.97', 'TEC-AC-5279', 'CA-2012-MC17845140-41094'), 
('2', '487.98', 'OFF-BI-4822', 'CA-2012-MC17845140-41262'), 
('5', '155.12', 'OFF-BI-5638', 'CA-2012-MC17845140-41262'), 
('2', '21.06', 'OFF-BI-3246', 'ES-2012-BC11125120-41010'), 
('5', '400.8', 'OFF-AP-4221', 'US-2015-MC17845140-42319'), 
('1', '17.01', 'OFF-AR-5912', 'IZ-2012-BD162061-41230'), 
('1', '24.99', 'FUR-FU-3067', 'ML-2015-BM178579-42014'), 
('3', '314.09', 'OFF-ST-5239', 'CA-2014-MC17845140-41951'), 
('1', '36.72', 'OFF-ST-5708', 'IT-2014-DB1336064-41923'), 
('1', '28.98', 'OFF-AP-4719', 'ZA-2013-DN3690147-41429'), 
('4', '15.96', 'OFF-BI-6397', 'ES-2015-GH1441045-42125'), 
('6', '31.64', 'OFF-FA-5481', 'ID-2015-IL1510092-42209'), 
('2', '10.66', 'OFF-BI-2893', 'TU-2014-JF5355134-41874'), 
('2', '21.78', 'OFF-LA-6051', 'IN-2013-JS1594058-41290'), 
('6', '32.4', 'OFF-BI-3717', 'TU-2013-KB6315134-41593'), 
('2', '47.3', 'OFF-AR-3535', 'CA-2012-MC17845140-41262'), 
('3', '36.86', 'OFF-FA-6208', 'IN-2015-MB180857-42172'), 
('3', '40.77', 'OFF-FA-6198', 'ES-2014-MC181008-41977'), 
('7', '116.76', 'OFF-FA-2953', 'ES-2015-NR1855045-42113'), 
('5', '72.6', 'OFF-FA-2949', 'IN-2015-PS1897058-42337'), 
('1', '24.36', 'OFF-AR-3489', 'EG-2014-SK999038-41812'), 
('1', '12.36', 'OFF-AR-5926', 'IT-2015-SC20800125-42308'), 
('7', '61.32', 'OFF-LA-4663', 'ES-2013-VB21745120-41275'), 
('1', '29.85', 'OFF-AR-3494', 'SF-2012-YS11880117-41245'), 
('3', '22.98', 'OFF-LA-6042', 'MX-2013-BK1126039-41454'), 
('1', '43.52', 'TEC-PH-3142', 'MX-2014-JO1528031-41902'), 
('1', '31.98', 'OFF-ST-4105', 'MX-2015-BN1147018-42301'), 
('5', '48.5', 'OFF-FA-5470', 'MX-2013-HM1486082-41313'), 
('5', '22.92', 'OFF-LA-4555', 'US-2012-TH2123598-41188'), 
('3', '19.44', 'OFF-PA-6554', 'CA-2012-MC17845140-41094'), 
('2', '19.76', 'OFF-FA-6206', 'ID-2014-BF109757-41842'), 
('4', '46.44', 'OFF-LA-6064', 'IT-2014-BD11635139-41887'), 
('5', '44.46', 'FUR-FU-4232', 'CA-2014-MC17845140-41951'), 
('6', '133.38', 'FUR-FU-4230', 'CA-2014-MC17845140-41988'), 
('6', '31.1', 'OFF-LA-5382', 'ID-2014-DR1294092-41792'), 
('1', '28.79', 'OFF-BI-4375', 'US-2015-MC17845140-42319'), 
('4', '51.84', 'OFF-FA-6205', 'UZ-2013-DW3480142-41327'), 
('2', '14.62', 'OFF-LA-3238', 'CA-2012-MC17845140-41094'), 
('3', '53.78', 'OFF-EN-3102', 'IT-2012-GM1468091-41215'), 
('1', '4.13', 'OFF-AR-5286', 'CA-2012-MC17845140-41262'), 
('3', '32.58', 'OFF-LA-4665', 'ES-2014-HA1492045-41852'), 
('3', '42.28', 'OFF-ST-4060', 'IN-2013-JP1546059-41555'), 
('1', '40.64', 'OFF-BI-6384', 'ID-2014-JR1567059-41788'), 
('3', '31.59', 'OFF-BI-3246', 'ES-2012-JA15970139-41080'), 
('1', '32.13', 'OFF-AR-3545', 'EG-2015-KH651038-42354'), 
('1', '51.63', 'TEC-MA-5001', 'RO-2012-KN6705107-41158'), 
('1', '22.74', 'TEC-AC-5888', 'TU-2014-LB6795134-41809'), 
('2', '16.81', 'OFF-BI-4810', 'ID-2013-LW172157-41284'), 
('1', '23.85', 'FUR-FU-6278', 'ES-2014-MR1754545-41898'), 
('1', '51.6', 'FUR-FU-3050', 'RS-2014-MM8280108-41957'), 
('3', '44.79', 'OFF-FA-3062', 'IN-2013-PF191657-41382'), 
('3', '37.44', 'OFF-BI-6378', 'ES-2015-RF193458-42249'), 
('1', '26.4', 'OFF-ST-4261', 'SA-2013-RP9390110-41625'), 
('2', '16.76', 'OFF-AR-3492', 'LH-2013-RB943575-41424'), 
('2', '23.52', 'OFF-LA-4693', 'UP-2015-RS9765137-42246'), 
('2', '27.0', 'OFF-BI-3717', 'IN-2013-TS2137027-41556'), 
('3', '26.82', 'OFF-BI-2918', 'ES-2013-TB2162548-41374'), 
('2', '39.58', 'OFF-AR-6105', 'US-2015-JA1597055-42330'), 
('3', '33.9', 'OFF-PA-4472', 'MX-2013-NM1844539-41592'), 
('7', '53.34', 'OFF-FA-6194', 'MX-2014-AR1040582-41821'), 
('1', '17.07', 'TEC-AC-5101', 'US-2014-EA1403536-41919'), 
('2', '16.02', 'OFF-EN-5040', 'US-2015-MW1822018-42095'), 
('3', '32.04', 'FUR-FU-3948', 'MX-2013-SM2032018-41559'), 
('2', '56.12', 'OFF-EN-4446', 'MX-2015-MC1742539-42104'), 
('3', '11.82', 'OFF-BI-6402', 'MX-2012-DE1325582-41179'), 
('2', '114.24', 'FUR-BO-3887', 'TU-2015-AG300134-42271'), 
('3', '25.19', 'OFF-ST-4031', 'ES-2012-AA1048045-41215'), 
('2', '20.88', 'OFF-AR-5923', 'TU-2012-BF975134-41172'), 
('3', '6.03', 'OFF-FA-4842', 'US-2015-MC17845140-42368'), 
('8', '909.12', 'OFF-ST-5754', 'CA-2015-MD17860140-42299'), 
('3', '125.13', 'OFF-AP-4239', 'CA-2015-MD17860140-42153'), 
('8', '36.96', 'OFF-LA-3298', 'ID-2015-BD1163558-42129'), 
('1', '15.84', 'OFF-BI-4814', 'AG-2015-CC22203-42259'), 
('5', '58.36', 'FUR-FU-3958', 'US-2012-MD17860140-41244'), 
('3', '46.44', 'OFF-AR-3548', 'IT-2014-CM1238548-42003'), 
('4', '60.96', 'OFF-BI-2884', 'IT-2015-CM12655124-42042'), 
('2', '32.62', 'OFF-PA-5891', 'IN-2015-DW131957-42181'), 
('4', '13.39', 'OFF-BI-4828', 'US-2014-DL1333055-41814'), 
('2', '26.22', 'OFF-BI-4807', 'AG-2012-DH36753-41136'), 
('1', '41.07', 'OFF-SU-4138', 'IN-2015-FC1424527-42050'), 
('2', '35.34', 'OFF-PA-6609', 'SA-2014-GD4590110-41870'), 
('3', '36.83', 'OFF-ST-5694', 'IT-2014-GM1468045-41656'), 
('3', '66.42', 'OFF-SU-2990', 'ES-2013-HE1480048-41600'), 
('2', '29.24', 'OFF-SU-4130', 'MX-2014-JG1511582-41949'), 
('2', '27.46', 'FUR-FU-3924', 'CA-2015-MD17860140-42153'), 
('5', '39.96', 'FUR-FU-2858', 'US-2012-MD17860140-41244'), 
('1', '44.13', 'TEC-AC-5131', 'SA-2013-JB6000110-41500'), 
('3', '47.52', 'OFF-ST-4261', 'ID-2015-JE161657-42145'), 
('2', '19.74', 'OFF-LA-5391', 'IN-2013-LC1696027-41423'), 
('7', '16.46', 'OFF-AR-5323', 'US-2012-MD17860140-41244'), 
('1', '55.14', 'FUR-FU-4037', 'IZ-2012-MA756061-41172'), 
('3', '53.55', 'OFF-AR-3483', 'ES-2015-MJ1774045-42168'), 
('3', '11.61', 'OFF-BI-3289', 'IN-2015-MS1798021-42048'), 
('7', '9.41', 'OFF-AR-5301', 'CA-2015-MD17860140-42246'), 
('5', '30.11', 'OFF-BI-3294', 'ES-2014-RB1936048-41758'), 
('1', '48.66', 'OFF-AR-3468', 'IS-2012-RM937563-41123'), 
('4', '43.08', 'OFF-ST-6023', 'ES-2013-RM196758-41391'), 
('3', '38.07', 'OFF-BI-6375', 'IN-2014-RA19915113-41682'), 
('1', '21.82', 'OFF-AR-3478', 'TU-2015-SK9990134-42339'), 
('8', '19.01', 'OFF-BI-3267', 'CA-2015-MD17860140-42333'), 
('7', '796.43', 'FUR-TA-4677', 'CA-2013-MG17875140-41447'), 
('3', '29.7', 'OFF-ST-6228', 'ES-2014-SC2023064-41956'), 
('1', '9.88', 'OFF-EN-3106', 'TU-2015-SB10290134-42165'), 
('1', '207.48', 'OFF-AP-4934', 'CA-2014-MG17875140-41891'), 
('2', '47.98', 'FUR-FU-6355', 'CA-2013-MG17875140-41539'), 
('3', '30.17', 'FUR-FU-5740', 'IT-2013-TS21655124-41523'), 
('4', '42.36', 'OFF-FA-6206', 'ES-2015-TS2165545-42088'), 
('1', '29.66', 'TEC-MA-5494', 'ES-2012-ZD2192564-40960'), 
('4', '38.06', 'OFF-EN-4452', 'US-2013-AD101805-41388'), 
('8', '61.28', 'OFF-LA-6042', 'MX-2014-CS1195082-41796'), 
('3', '21.6', 'OFF-ST-6025', 'MX-2014-DJ1363028-41935'), 
('2', '24.96', 'OFF-FA-3019', 'MX-2015-BK1126039-42262'), 
('3', '37.86', 'OFF-AR-3451', 'MX-2013-KT1648082-41570'), 
('3', '24.0', 'OFF-LA-6061', 'MX-2014-PJ1901582-41915'), 
('3', '26.46', 'OFF-AR-6124', 'MX-2013-EN1378082-41551'), 
('2', '43.48', 'OFF-PA-4147', 'MX-2014-LH1702093-41994'), 
('2', '147.18', 'OFF-ST-4456', 'CA-2015-MG17875140-42253'), 
('1', '31.95', 'OFF-BI-4804', 'AG-2014-AR3453-41674'), 
('8', '156.17', 'OFF-SU-4988', 'ID-2014-AH105857-41926'), 
('1', '16.16', 'OFF-AR-3494', 'IN-2015-AF1087092-42314'), 
('1', '17.85', 'OFF-AR-3483', 'IZ-2013-BW111061-41587'), 
('1', '20.18', 'FUR-FU-6271', 'TU-2015-BG1740134-42293'), 
('5', '32.4', 'OFF-PA-6577', 'CA-2013-MG17875140-41539'), 
('3', '6.94', 'OFF-FA-6129', 'CA-2012-MG17875140-40963'), 
('2', '21.3', 'OFF-BI-6374', 'AG-2015-CL25653-42164'), 
('2', '26.71', 'FUR-FU-6278', 'ID-2015-CR125807-42187'), 
('3', '33.75', 'OFF-ST-4253', 'ES-2013-DP1300064-41611'), 
('1', '54.21', 'OFF-ST-6281', 'MO-2015-DO343586-42327'), 
('3', '4.43', 'OFF-BI-4352', 'CA-2012-MG17875140-40963'), 
('1', '150.98', 'FUR-CH-4420', 'CA-2013-MG17890140-41471'), 
('9', '137.25', 'OFF-EN-6362', 'CA-2013-MG17890140-41471'), 
('1', '13.65', 'OFF-BI-4809', 'IT-2015-GA1472545-42290'), 
('2', '12.48', 'OFF-BI-6378', 'IT-2014-HE1480091-41843'), 
('2', '20.16', 'OFF-LA-4680', 'CG-2015-HP481533-42047'), 
('2', '26.58', 'OFF-LA-4526', 'ES-2015-HJ14875139-42013'), 
('2', '21.48', 'OFF-EN-3094', 'AO-2014-IG50854-41937'), 
('1', '25.35', 'OFF-AR-3490', 'EZ-2015-JG531032-42160'), 
('7', '44.04', 'OFF-BI-4825', 'IT-2012-JF15355139-41087'), 
('4', '22.79', 'FUR-FU-3946', 'LH-2015-JD606075-42154'), 
('2', '33.96', 'OFF-PA-5870', 'ES-2013-KH1669045-41632'), 
('2', '18.96', 'OFF-PA-4477', 'TU-2012-LB6795134-41034'), 
('3', '32.4', 'OFF-LA-4527', 'ES-2014-LC1693048-41881'), 
('1', '39.39', 'OFF-EN-3103', 'MO-2012-LR703586-41072'), 
('1', '156.79', 'TEC-PH-5089', 'CA-2015-MG17890140-42155'), 
('1', '16.11', 'OFF-SU-2987', 'MA-2013-MH811577-41538'), 
('1', '59.19', 'FUR-CH-4519', 'UP-2015-PJ9015137-42173'), 
('2', '120.67', 'FUR-BO-5810', 'CA-2014-MG17890140-41930'), 
('5', '67.4', 'OFF-ST-6266', 'CA-2015-MG17890140-42270'), 
('2', '28.89', 'OFF-ST-4063', 'IT-2012-RB19330120-41077'), 
('2', '47.1', 'OFF-EN-4926', 'ID-2014-RW1969066-41705'), 
('3', '20.16', 'OFF-LA-6055', 'IN-2014-SC2002021-41948'), 
